Mean_Intensity,Edge_Density,Motion_Mag,Entropy,Temp_C,Vib_RMS,Motion_Flag,Class_Label,Importance_Score,Decision_Label
0.253,0.28,0.329,1.552,31.78,0.274,0,3,0.826,5
0.393,0.544,0.265,3.47,30.29,0.115,0,0,0.71,2
0.344,0.315,0.926,4.661,27.93,0.073,0,3,0.293,4
0.692,0.642,0.291,0.982,34.09,0.057,1,0,0.837,5
0.134,0.291,0.436,3.13,26.62,0.648,0,2,0.834,4
0.185,0.426,0.35,2.662,34.35,0.575,1,0,0.138,0
0.132,0.042,0.086,1.797,28.75,0.781,1,1,0.714,0
0.476,0.428,0.186,2.578,30.96,0.247,1,4,0.292,0
0.133,0.555,0.19,5.422,29.81,0.642,1,3,0.467,5
0.602,0.613,0.694,4.199,31.71,0.074,0,1,0.43,3
0.407,0.648,0.407,2.208,33.96,0.723,1,3,0.6,6
0.416,0.191,0.782,3.645,35.89,0.041,1,1,0.347,0
0.437,0.378,0.709,1.959,29.06,0.63,1,3,0.073,2
0.202,0.298,0.192,3.671,31.54,0.246,0,3,0.673,4
0.219,0.371,0.563,5.012,30.66,0.145,1,4,0.961,6
0.291,0.111,0.743,3.417,35.99,0.564,0,0,0.668,5
0.456,0.558,0.633,4.247,34.09,0.717,0,3,0.54,4
0.226,0.592,0.6,2.931,29.97,0.611,1,3,0.164,0
0.17,0.298,0.74,3.263,30.77,0.25,1,4,0.625,6
0.682,0.189,0.057,4.067,28.46,0.283,0,3,0.611,1
0.113,0.1,0.731,4.618,33.55,0.151,1,3,0.619,4
0.582,0.448,0.273,3.899,34.45,0.659,1,2,0.892,6
0.573,0.21,0.572,5.394,35.65,0.086,0,2,0.716,3
0.278,0.592,0.242,4.653,31.66,0.723,0,2,0.783,1
0.181,0.439,0.839,4.453,32.71,0.481,0,4,0.313,1
0.187,0.423,0.481,4.772,30.46,0.471,0,3,0.27,2
0.518,0.368,0.643,2.122,32.09,0.67,1,4,0.207,5
0.486,0.039,0.794,2.831,29.49,0.534,0,4,0.778,0
0.57,0.606,0.895,3.453,33.38,0.243,0,1,0.699,3
0.662,0.412,0.732,2.973,26.23,0.28,1,0,0.342,1
0.515,0.646,0.149,4.783,26.28,0.138,0,1,0.141,1
0.194,0.354,0.855,0.927,33.16,0.371,1,0,0.847,0
0.246,0.464,0.619,1.783,35.31,0.088,0,1,0.384,3
0.605,0.046,0.609,4.944,32.32,0.522,0,3,0.19,0
0.226,0.414,0.921,1.078,33.27,0.135,1,4,0.144,5
0.144,0.499,0.249,1.867,34.24,0.691,1,1,0.92,6
0.522,0.508,0.24,2.451,29.62,0.56,0,1,0.13,3
0.342,0.503,0.513,4.328,27.08,0.713,0,3,0.36,0
0.652,0.155,0.751,3.433,35.33,0.07,0,4,0.632,0
0.49,0.634,0.447,5.287,35.39,0.639,0,0,0.408,6
0.154,0.647,0.634,1.871,30.42,0.705,0,1,0.477,0
0.669,0.058,0.453,4.899,28.17,0.036,1,0,0.803,2
0.255,0.609,0.61,2.13,34.92,0.799,0,2,0.999,0
0.302,0.195,0.822,1.954,33.08,0.241,1,1,0.467,5
0.341,0.451,0.18,3.142,26.08,0.169,0,4,0.379,5
0.131,0.226,0.695,1.135,27.08,0.332,1,2,0.407,6
0.398,0.629,0.787,2.606,35.83,0.007,0,2,0.369,5
0.174,0.075,0.447,2.472,26.38,0.709,1,1,0.474,6
0.341,0.329,0.323,1.552,28.83,0.215,0,1,0.333,1
0.31,0.284,0.014,4.846,31.48,0.417,0,2,0.463,2
0.564,0.219,0.797,2.614,27.84,0.499,1,1,0.945,6
0.582,0.423,0.328,5.415,28.32,0.633,1,4,0.286,5
0.192,0.094,0.357,5.029,29.53,0.2,0,4,0.652,0
0.32,0.469,0.336,1.716,28.7,0.574,1,2,0.487,3
0.324,0.638,0.499,3.174,34.03,0.094,1,1,0.732,4
0.191,0.525,0.702,3.628,31.0,0.563,0,2,0.472,2
0.579,0.56,0.772,4.649,28.79,0.735,1,4,0.161,6
0.524,0.24,0.393,4.963,29.13,0.068,1,1,0.872,5
0.214,0.218,0.663,3.733,26.4,0.093,0,4,0.676,3
0.32,0.341,0.721,0.965,26.49,0.446,1,1,0.526,5
0.163,0.039,0.297,3.062,33.18,0.037,0,3,0.831,5
0.477,0.615,0.097,4.959,27.13,0.15,0,4,0.976,2
0.173,0.102,0.895,4.156,30.76,0.152,1,0,0.409,3
0.692,0.588,0.677,4.89,34.42,0.385,1,1,0.353,5
0.568,0.063,0.648,3.968,29.68,0.199,1,3,0.754,1
0.334,0.536,0.059,1.007,29.46,0.38,1,3,0.455,3
0.447,0.107,0.818,5.35,34.73,0.417,1,3,0.086,1
0.647,0.034,0.566,5.115,34.65,0.585,0,4,0.354,6
0.432,0.47,0.848,1.395,34.8,0.757,1,0,0.809,6
0.205,0.189,0.975,1.33,31.72,0.403,1,3,0.707,3
0.327,0.467,0.957,3.334,35.52,0.284,0,2,0.863,5
0.606,0.365,0.856,4.358,34.19,0.207,1,1,0.147,2
0.487,0.08,0.011,2.596,30.16,0.508,1,1,0.244,4
0.49,0.607,0.886,1.441,32.3,0.754,0,0,0.215,2
0.62,0.299,0.075,3.2,27.22,0.612,1,0,0.971,5
0.636,0.48,0.851,2.387,31.51,0.165,0,4,0.169,1
0.652,0.331,0.28,2.453,28.63,0.715,1,2,0.598,3
0.157,0.397,0.61,3.831,28.84,0.588,1,1,0.633,6
0.426,0.204,0.038,4.962,27.26,0.102,1,3,0.619,5
0.544,0.138,0.771,3.425,29.58,0.57,0,3,0.692,3
0.554,0.357,0.112,4.032,30.81,0.231,0,1,0.484,3
0.464,0.292,0.411,3.902,32.0,0.393,0,2,0.084,4
0.2,0.26,0.817,3.39,29.05,0.24,1,2,0.701,5
0.578,0.44,0.695,2.261,33.92,0.067,0,3,0.281,2
0.532,0.452,0.006,2.576,31.21,0.615,0,1,0.076,6
0.152,0.039,0.403,2.284,32.38,0.663,1,3,0.17,2
0.378,0.227,0.042,5.112,28.78,0.186,1,4,0.287,6
0.204,0.274,0.673,4.685,34.14,0.192,0,1,0.432,5
0.302,0.072,0.969,3.523,32.24,0.344,1,2,0.861,3
0.111,0.161,0.655,5.088,34.62,0.649,1,3,0.537,6
0.34,0.043,0.224,4.966,27.6,0.062,0,0,0.472,3
0.43,0.648,0.355,5.16,29.81,0.647,1,0,0.191,3
0.472,0.481,0.977,1.842,27.13,0.738,1,4,0.959,2
0.498,0.066,0.224,4.172,28.16,0.449,1,0,0.909,4
0.602,0.023,0.562,3.663,29.95,0.048,0,4,0.816,5
0.229,0.47,0.4,4.249,34.95,0.216,1,4,0.323,3
0.172,0.291,0.768,2.038,31.57,0.089,1,2,0.562,3
0.611,0.514,0.867,4.066,29.3,0.207,0,2,0.389,4
0.194,0.601,0.341,2.726,33.47,0.649,1,1,0.403,5
0.685,0.394,0.66,4.72,26.2,0.045,1,3,0.072,6
0.606,0.13,0.549,4.538,29.7,0.227,1,0,0.14,5
0.401,0.511,0.278,1.793,32.01,0.414,0,3,0.961,6
0.689,0.622,0.272,1.664,31.83,0.699,1,3,0.61,6
0.158,0.381,0.539,4.173,32.08,0.2,0,4,0.006,4
0.282,0.446,0.154,3.387,28.12,0.623,1,0,0.809,3
0.483,0.226,0.811,3.419,29.37,0.467,1,2,0.087,5
0.31,0.254,0.069,4.337,35.32,0.541,0,3,0.708,1
0.657,0.48,0.095,4.818,35.74,0.689,0,4,0.621,6
0.139,0.604,0.342,1.923,29.12,0.021,0,2,0.063,4
0.43,0.413,0.118,3.411,32.45,0.424,0,4,0.531,4
0.455,0.516,0.476,4.696,28.41,0.598,0,3,0.047,2
0.492,0.12,0.4,4.902,29.69,0.708,1,3,0.064,0
0.253,0.146,0.722,2.151,33.92,0.106,1,3,0.051,3
0.319,0.351,0.953,1.29,31.01,0.273,1,0,0.255,0
0.606,0.123,0.754,1.894,34.5,0.063,0,0,0.802,0
0.217,0.416,0.179,5.244,32.29,0.668,0,3,0.362,3
0.596,0.197,0.936,2.974,32.29,0.686,1,0,0.64,2
0.438,0.517,0.392,2.767,26.34,0.387,0,4,0.125,4
0.557,0.527,0.474,0.861,33.5,0.017,0,4,0.933,2
0.528,0.307,0.422,1.04,35.78,0.082,0,1,0.504,2
0.225,0.126,0.281,3.943,30.73,0.499,0,2,0.025,6
0.441,0.424,0.895,3.572,27.59,0.786,0,4,0.537,3
0.621,0.645,0.332,3.505,35.77,0.671,1,2,0.185,1
0.359,0.408,0.579,1.319,28.9,0.638,1,1,0.196,6
0.68,0.033,0.24,2.455,30.09,0.334,0,1,0.6,5
0.371,0.021,0.797,4.618,26.77,0.788,0,2,0.226,5
0.186,0.215,0.774,1.622,27.11,0.66,1,3,0.214,5
0.334,0.135,0.296,4.949,28.17,0.269,1,2,0.541,6
0.671,0.53,0.682,1.371,31.48,0.599,1,4,0.235,4
0.292,0.551,0.704,1.595,31.58,0.346,0,2,0.111,5
0.621,0.176,0.563,3.045,32.06,0.528,0,4,0.408,5
0.629,0.218,0.601,5.243,31.84,0.776,1,4,0.052,4
0.31,0.161,0.574,2.349,30.95,0.197,1,4,0.905,3
0.15,0.591,0.082,3.894,34.02,0.636,0,3,0.452,5
0.535,0.332,0.67,3.567,35.34,0.472,1,3,0.013,1
0.287,0.43,0.47,1.503,28.7,0.76,1,1,0.225,1
0.57,0.276,0.438,1.966,27.3,0.108,1,0,0.958,6
0.366,0.414,0.86,5.172,30.25,0.576,0,3,0.496,5
0.391,0.257,0.023,1.669,26.26,0.03,1,3,0.359,0
0.567,0.227,0.251,4.067,34.83,0.197,1,1,0.315,0
0.329,0.416,0.121,5.334,28.4,0.257,0,1,0.417,5
0.366,0.388,0.035,1.362,31.49,0.346,0,1,0.212,2
0.326,0.198,0.276,2.676,27.15,0.772,0,2,0.749,5
0.32,0.106,0.988,1.852,31.53,0.054,0,4,0.508,4
0.416,0.246,0.27,1.841,26.39,0.135,0,3,0.751,4
0.585,0.276,0.664,1.359,33.69,0.162,1,4,0.254,4
0.317,0.412,0.118,3.853,35.55,0.339,1,0,0.001,2
0.415,0.595,0.602,4.308,29.07,0.049,0,1,0.966,5
0.502,0.033,0.984,3.981,28.58,0.772,0,0,0.512,5
0.262,0.166,0.292,5.146,30.48,0.448,1,1,0.08,6
0.267,0.134,0.848,1.485,32.2,0.651,1,1,0.104,1
0.66,0.331,0.998,2.303,27.89,0.618,0,0,0.435,1
0.534,0.285,0.589,2.419,34.03,0.529,0,4,0.695,4
0.446,0.477,0.309,1.891,27.99,0.724,1,0,0.397,5
0.489,0.165,0.674,1.468,26.05,0.722,0,2,0.82,1
0.118,0.39,0.845,3.088,31.24,0.102,0,3,0.329,4
0.471,0.576,0.171,4.722,27.15,0.722,0,3,0.046,1
0.406,0.593,0.453,5.286,32.98,0.419,0,4,0.008,5
0.427,0.624,0.319,1.408,27.67,0.214,1,4,0.859,5
0.316,0.505,0.283,4.669,34.17,0.487,1,4,0.984,6
0.149,0.59,0.861,4.676,30.7,0.225,0,0,0.133,3
0.216,0.16,0.422,2.628,31.66,0.383,0,0,0.062,6
0.67,0.136,0.339,1.317,27.87,0.653,0,0,0.914,6
0.345,0.014,0.604,5.453,27.47,0.026,1,1,0.101,0
0.38,0.462,0.219,3.881,32.31,0.146,1,0,0.228,3
0.132,0.61,0.23,5.416,28.55,0.765,0,3,0.802,0
0.123,0.13,0.52,3.073,29.86,0.356,0,3,0.998,1
0.53,0.418,0.409,2.657,30.79,0.243,0,1,0.486,6
0.423,0.488,0.295,1.962,28.3,0.739,0,0,0.211,3
0.405,0.604,0.054,5.423,33.95,0.729,1,0,0.848,4
0.246,0.424,0.521,1.99,35.39,0.035,1,2,0.394,3
0.547,0.631,0.817,0.912,30.32,0.29,0,2,0.273,1
0.201,0.231,0.851,3.209,35.18,0.73,0,3,0.49,1
0.214,0.234,0.235,2.572,34.83,0.144,1,4,0.856,0
0.376,0.358,0.6,2.028,27.66,0.463,0,3,0.233,3
0.272,0.255,0.856,3.783,27.73,0.257,0,1,0.424,1
0.248,0.011,0.409,2.512,30.77,0.589,1,0,0.444,3
0.487,0.478,0.932,2.691,31.26,0.127,1,2,0.833,2
0.491,0.491,0.903,0.908,29.41,0.477,1,3,0.676,1
0.595,0.488,0.208,3.569,29.13,0.0,1,1,0.78,0
0.351,0.231,0.259,1.374,30.31,0.202,0,4,0.693,6
0.144,0.344,0.18,1.805,32.9,0.13,1,3,0.593,6
0.264,0.24,0.196,4.17,26.84,0.168,0,0,0.132,6
0.688,0.02,0.908,2.272,33.11,0.688,1,0,0.833,0
0.458,0.37,0.931,1.567,35.26,0.732,0,2,0.607,4
0.526,0.089,0.052,3.514,33.64,0.604,0,1,0.701,1
0.104,0.061,0.594,1.81,27.92,0.472,1,4,0.779,5
0.411,0.494,0.564,2.074,26.87,0.185,1,4,0.312,5
0.123,0.016,0.391,3.72,30.9,0.22,1,1,0.437,5
0.442,0.624,0.632,4.277,35.56,0.248,1,2,0.541,4
0.652,0.34,0.947,4.276,34.19,0.622,1,0,0.343,5
0.681,0.639,0.17,3.067,31.63,0.202,0,4,0.259,0
0.424,0.047,0.12,2.935,27.43,0.779,1,1,0.777,1
0.375,0.383,0.033,4.502,33.14,0.637,1,2,0.754,2
0.667,0.234,0.364,1.707,34.13,0.8,0,0,0.832,3
0.504,0.55,0.338,1.515,35.35,0.367,1,1,0.697,5
0.139,0.241,0.431,3.924,32.12,0.471,0,2,0.312,1
0.379,0.177,0.503,2.725,31.14,0.224,0,3,0.327,4
0.244,0.559,0.758,4.137,32.19,0.483,1,1,0.528,1
0.382,0.25,0.392,2.006,35.43,0.779,0,4,0.836,0
0.373,0.021,0.331,2.327,32.28,0.024,1,1,0.346,0
0.449,0.26,0.827,5.014,28.58,0.231,1,0,0.766,5
0.314,0.429,0.85,2.782,32.36,0.225,0,1,0.306,0
0.199,0.173,0.233,3.577,34.8,0.786,1,0,0.339,3
0.402,0.286,0.315,1.301,31.67,0.106,1,2,0.752,1
0.598,0.046,0.825,1.64,31.03,0.65,1,3,0.679,0
0.498,0.386,0.079,0.969,33.33,0.22,0,0,0.208,0
0.303,0.494,0.326,2.795,32.61,0.688,1,2,0.827,2
0.661,0.275,0.448,5.448,26.57,0.39,0,2,0.785,6
0.647,0.279,0.187,4.907,33.25,0.194,1,3,0.797,0
0.226,0.067,0.18,3.775,30.08,0.568,0,4,0.47,4
0.124,0.139,0.425,4.847,35.41,0.673,1,4,0.329,0
0.545,0.109,0.755,3.593,35.71,0.376,0,1,0.85,4
0.597,0.318,0.84,2.533,30.49,0.571,0,4,0.588,5
0.681,0.349,0.979,1.616,35.69,0.145,1,1,0.931,3
0.634,0.617,0.074,3.869,29.11,0.75,0,0,0.254,5
0.46,0.057,0.217,1.707,32.83,0.077,1,0,0.976,3
0.418,0.394,0.757,2.762,26.75,0.178,1,1,0.379,1
0.117,0.347,0.541,4.681,27.45,0.231,1,3,0.384,2
0.248,0.34,0.328,1.407,34.65,0.122,1,3,0.239,1
0.376,0.569,0.206,1.406,34.94,0.325,1,4,0.965,0
0.477,0.142,0.28,1.855,31.33,0.366,1,0,0.04,6
0.434,0.036,0.429,3.394,29.4,0.415,0,0,0.473,3
0.546,0.44,0.177,1.983,30.51,0.033,1,3,0.365,4
0.268,0.231,0.964,3.165,34.7,0.175,1,2,0.159,1
0.439,0.021,0.108,2.219,28.11,0.646,1,3,0.713,6
0.153,0.171,0.986,3.179,28.95,0.648,0,3,0.898,3
0.348,0.208,0.842,2.105,33.85,0.264,1,2,0.244,4
0.55,0.405,0.423,5.406,35.35,0.369,0,4,0.498,4
0.516,0.12,0.74,3.116,26.93,0.147,1,1,0.578,0
0.694,0.274,0.672,4.295,34.04,0.658,0,4,0.39,1
0.267,0.319,0.213,4.093,32.45,0.765,1,2,0.922,5
0.399,0.304,0.339,3.106,28.31,0.233,0,2,0.462,4
0.298,0.633,0.513,1.923,33.56,0.626,0,4,0.983,3
0.364,0.039,0.638,3.2,33.28,0.282,0,1,0.295,1
0.614,0.619,0.543,4.001,27.42,0.002,0,4,0.073,0
0.511,0.382,0.473,2.962,31.02,0.48,1,0,0.575,0
0.629,0.519,0.443,1.185,33.58,0.328,0,0,0.823,3
0.222,0.285,0.498,0.885,27.92,0.607,1,0,0.388,5
0.624,0.3,0.434,2.341,30.63,0.599,1,1,0.185,4
0.136,0.573,0.541,1.506,27.21,0.757,0,1,0.738,0
0.633,0.583,0.888,5.059,29.07,0.35,1,2,0.271,0
0.297,0.163,0.633,1.626,28.18,0.386,0,3,0.77,4
0.289,0.138,0.723,2.653,31.05,0.32,0,1,0.262,4
0.407,0.328,0.597,4.147,27.41,0.238,1,3,0.557,4
0.664,0.586,0.643,4.632,29.83,0.51,1,0,0.888,2
0.129,0.216,0.578,3.045,28.75,0.662,1,0,0.205,2
0.311,0.427,0.027,1.651,33.46,0.126,0,3,0.821,4
0.614,0.463,1.0,2.073,33.0,0.785,1,4,0.265,4
0.338,0.508,0.034,2.769,26.95,0.547,0,2,0.661,3
0.219,0.371,0.395,2.514,35.53,0.624,0,2,0.244,0
0.355,0.268,0.105,2.439,33.45,0.799,0,4,0.115,1
0.331,0.629,0.097,1.42,32.16,0.403,1,3,0.664,5
0.649,0.401,0.794,5.093,30.78,0.057,1,3,0.595,2
0.557,0.476,0.426,0.94,27.78,0.632,1,1,0.401,6
0.403,0.231,0.801,2.868,35.62,0.697,1,0,0.037,6
0.693,0.439,0.273,5.408,26.08,0.13,1,0,0.475,5
0.379,0.175,0.256,3.901,32.92,0.019,0,3,0.149,2
0.135,0.167,0.251,2.47,31.07,0.109,0,1,0.359,4
0.257,0.467,0.616,1.487,35.03,0.259,1,1,0.586,6
0.362,0.344,0.815,5.33,29.81,0.739,0,2,0.939,6
0.194,0.447,0.452,0.866,31.19,0.002,0,2,0.511,4
0.669,0.182,0.379,4.003,33.42,0.643,0,3,0.195,4
0.56,0.393,0.974,4.937,26.48,0.684,1,2,0.946,6
0.261,0.294,0.117,0.918,26.54,0.649,1,1,0.026,1
0.454,0.392,0.487,4.208,28.12,0.066,0,4,0.643,2
0.533,0.196,0.408,5.495,27.46,0.543,0,0,0.262,5
0.665,0.468,0.098,3.806,26.06,0.763,0,3,0.758,1
0.629,0.526,0.268,2.749,32.23,0.096,0,2,0.331,0
0.409,0.176,0.028,4.91,33.96,0.025,1,2,0.429,1
0.565,0.202,0.877,3.405,35.57,0.699,1,1,0.77,3
0.437,0.433,0.608,4.322,30.41,0.516,0,2,0.898,2
0.432,0.455,0.815,3.563,28.8,0.517,0,0,0.183,1
0.169,0.461,0.522,0.98,34.64,0.772,1,3,0.296,5
0.176,0.447,0.6,1.802,34.44,0.616,1,2,0.004,2
0.418,0.261,0.701,1.17,32.25,0.318,1,4,0.857,4
0.261,0.263,0.908,1.301,28.73,0.349,0,4,0.947,1
0.113,0.173,0.092,0.872,35.09,0.116,0,3,0.279,2
0.534,0.11,0.331,2.779,27.78,0.243,1,4,0.385,1
0.119,0.453,0.709,1.64,26.44,0.356,1,4,0.429,1
0.457,0.07,0.958,4.822,33.97,0.209,1,2,0.41,1
0.424,0.61,0.981,4.325,31.64,0.733,0,4,0.393,3
0.681,0.539,0.638,3.494,28.46,0.009,0,2,0.476,3
0.391,0.559,0.194,3.098,32.71,0.47,1,0,0.154,1
0.138,0.59,0.119,2.003,33.67,0.617,1,1,0.058,6
0.431,0.272,0.946,3.032,34.45,0.586,0,2,0.724,1
0.605,0.552,0.434,3.814,28.82,0.515,0,1,0.847,2
0.698,0.111,0.195,4.476,26.26,0.328,0,2,0.81,4
0.358,0.024,0.934,1.184,31.1,0.735,0,2,0.627,0
0.292,0.512,0.105,4.13,34.56,0.263,0,3,0.969,4
0.644,0.058,0.73,4.291,28.08,0.6,1,2,0.002,2
0.215,0.643,0.625,3.427,30.21,0.741,0,4,0.32,3
0.469,0.442,0.088,1.807,28.56,0.103,1,4,0.31,2
0.343,0.492,0.339,3.334,26.13,0.758,0,2,0.35,2
0.125,0.167,0.15,3.163,34.99,0.621,1,0,0.8,0
0.308,0.441,0.604,3.036,27.35,0.493,1,4,0.351,5
0.259,0.038,0.477,2.965,33.67,0.299,1,1,0.527,6
0.512,0.546,0.004,1.321,29.47,0.723,0,0,0.614,4
0.669,0.119,0.976,1.66,28.78,0.035,1,1,0.845,6
0.261,0.456,0.35,1.257,35.41,0.345,1,2,0.616,3
0.587,0.154,0.258,1.94,32.57,0.605,1,2,0.381,2
0.133,0.054,0.222,2.038,32.87,0.649,0,2,0.695,0
0.423,0.318,0.159,1.952,33.6,0.162,0,4,0.516,2
0.142,0.118,0.999,1.791,29.41,0.038,0,0,0.528,6
0.66,0.477,0.295,4.256,31.64,0.642,1,1,0.335,2
0.56,0.162,0.406,4.647,28.7,0.338,1,3,0.002,4
0.495,0.229,0.871,2.337,34.35,0.115,1,0,0.356,4
0.594,0.373,0.642,2.234,31.99,0.068,1,1,0.303,6
0.489,0.192,0.369,4.767,28.43,0.513,0,3,0.1,0
0.681,0.252,0.898,3.732,35.0,0.466,1,0,0.199,2
0.528,0.532,0.75,2.179,31.81,0.683,1,0,0.981,2
0.655,0.125,0.228,4.154,30.95,0.025,1,2,0.28,2
0.41,0.063,0.644,2.42,26.34,0.695,1,0,0.518,6
0.17,0.22,0.922,3.557,35.1,0.71,0,1,0.549,1
0.417,0.282,0.496,5.465,35.52,0.357,0,2,0.56,1
0.176,0.357,0.734,2.217,31.63,0.061,0,0,0.047,2
0.455,0.248,0.971,5.173,30.43,0.757,0,2,0.771,6
0.389,0.516,0.69,2.307,29.6,0.058,1,3,0.73,4
0.474,0.035,0.102,3.339,28.68,0.473,0,1,0.977,6
0.106,0.286,0.245,2.962,31.75,0.395,0,3,0.185,0
0.217,0.255,0.595,4.481,27.28,0.668,0,1,0.554,5
0.395,0.424,0.276,1.087,35.19,0.402,0,4,0.804,5
0.67,0.628,0.958,3.747,27.76,0.375,1,3,0.124,4
0.33,0.337,0.405,4.375,33.46,0.705,1,4,0.79,6
0.355,0.642,0.457,3.019,29.07,0.771,1,2,0.27,0
0.529,0.203,0.702,1.295,28.26,0.439,1,3,0.281,3
0.462,0.03,0.524,1.951,31.58,0.364,0,0,0.946,5
0.279,0.116,0.382,3.994,33.65,0.665,0,1,0.314,2
0.346,0.263,0.077,5.009,33.27,0.665,1,0,0.584,6
0.231,0.212,0.596,2.782,28.34,0.256,0,0,0.44,2
0.68,0.072,0.868,3.434,29.31,0.461,1,2,0.078,1
0.178,0.287,0.686,1.873,34.69,0.123,0,2,0.95,6
0.323,0.226,0.381,2.737,33.23,0.508,1,0,0.214,3
0.116,0.088,0.128,2.383,33.13,0.667,1,0,0.268,5
0.233,0.2,0.816,3.881,28.69,0.15,1,0,0.377,5
0.568,0.577,0.942,5.428,33.92,0.258,0,1,0.499,1
0.221,0.203,0.388,4.623,29.58,0.359,1,2,0.144,4
0.148,0.467,0.729,1.703,30.01,0.676,1,3,0.63,5
0.385,0.402,0.411,3.515,28.88,0.585,1,2,0.515,1
0.106,0.283,0.502,1.112,27.21,0.253,1,0,0.303,0
0.151,0.163,0.836,1.961,30.2,0.194,0,3,0.693,2
0.585,0.246,0.083,1.609,26.17,0.557,0,3,0.514,4
0.563,0.389,0.53,2.377,30.56,0.384,0,3,0.841,3
0.649,0.234,0.215,3.99,33.25,0.475,1,2,0.855,2
0.613,0.148,0.34,3.147,35.61,0.519,1,0,0.98,4
0.51,0.085,0.644,5.185,26.79,0.447,1,0,0.067,6
0.131,0.573,0.027,1.8,28.81,0.49,1,4,0.405,3
0.57,0.292,0.594,2.512,30.94,0.71,1,1,0.502,0
0.607,0.41,0.283,2.35,27.7,0.695,0,2,0.234,0
0.579,0.324,0.669,1.909,27.17,0.119,0,4,0.922,3
0.405,0.568,0.142,5.468,30.52,0.469,1,4,0.088,5
0.24,0.36,0.736,2.62,31.81,0.351,1,4,0.429,2
0.607,0.318,0.646,5.22,34.2,0.228,1,2,0.185,0
0.536,0.602,0.971,2.635,35.98,0.505,1,1,0.682,4
0.688,0.471,0.911,1.759,33.74,0.409,1,3,0.705,2
0.193,0.081,0.283,1.36,28.21,0.62,1,1,0.873,3
0.235,0.124,0.027,4.821,33.48,0.075,0,1,0.409,0
0.227,0.514,0.655,0.951,31.37,0.242,1,0,0.775,0
0.576,0.545,0.603,5.333,30.51,0.021,0,4,0.55,1
0.212,0.359,0.027,2.765,35.36,0.597,0,4,0.812,1
0.14,0.365,0.123,1.963,33.02,0.73,1,3,0.085,2
0.699,0.414,0.585,3.702,32.82,0.47,0,0,0.463,2
0.115,0.291,0.912,1.425,26.12,0.494,1,3,0.151,3
0.601,0.445,0.907,1.139,34.65,0.037,1,2,0.79,3
0.319,0.079,0.151,4.691,33.93,0.403,1,0,0.153,3
0.605,0.625,0.385,2.796,28.99,0.421,1,4,0.008,1
0.433,0.49,0.043,3.236,28.92,0.031,0,3,0.93,0
0.641,0.414,0.469,1.63,26.53,0.626,1,0,0.485,0
0.656,0.212,0.753,1.089,26.51,0.223,0,0,0.985,3
0.105,0.113,0.79,2.529,32.69,0.579,0,1,0.453,1
0.145,0.272,0.499,3.179,27.86,0.322,1,0,0.591,3
0.25,0.433,0.096,4.398,35.24,0.797,1,0,0.744,4
0.502,0.416,0.381,3.155,34.42,0.17,1,4,0.281,2
0.633,0.255,0.932,4.478,29.49,0.047,0,2,0.133,1
0.376,0.403,0.23,1.343,29.8,0.784,1,3,0.661,0
0.464,0.531,0.32,1.101,29.27,0.195,1,2,0.511,4
0.213,0.027,0.747,1.547,26.92,0.508,1,0,0.827,2
0.583,0.298,0.734,4.428,26.31,0.3,0,4,0.045,2
0.68,0.495,0.912,4.369,30.52,0.512,0,4,0.545,6
0.261,0.36,0.388,1.464,35.43,0.477,1,4,0.186,2
0.397,0.427,0.515,0.946,35.17,0.566,1,4,0.617,1
0.152,0.341,0.467,4.021,34.1,0.015,1,1,0.76,1
0.435,0.645,0.928,4.82,32.29,0.669,1,0,0.263,1
0.402,0.045,0.769,4.344,34.56,0.383,0,1,0.482,0
0.187,0.324,0.831,1.753,31.15,0.415,0,1,0.42,0
0.365,0.069,0.133,3.544,27.8,0.329,1,0,0.755,0
0.3,0.112,0.792,4.36,32.84,0.792,0,4,0.6,4
0.413,0.255,0.433,2.002,35.21,0.641,0,3,0.121,4
0.451,0.11,0.023,3.28,26.2,0.249,1,4,0.977,5
0.105,0.627,0.06,2.278,28.51,0.626,0,4,0.912,6
0.557,0.616,0.678,1.86,28.65,0.35,1,1,0.579,3
0.528,0.225,0.372,5.357,26.99,0.696,0,2,0.777,5
0.32,0.419,0.868,5.089,28.25,0.025,1,4,0.02,3
0.132,0.352,0.734,2.895,29.84,0.284,0,0,0.201,2
0.553,0.532,0.022,1.443,35.4,0.344,1,0,0.768,2
0.673,0.412,0.687,4.221,34.6,0.595,0,0,0.106,1
0.244,0.01,0.192,2.002,35.46,0.146,0,1,0.043,2
0.294,0.498,0.423,1.592,27.21,0.229,0,3,0.616,2
0.21,0.488,0.625,2.593,26.28,0.579,1,3,0.034,4
0.446,0.336,0.873,3.29,27.1,0.061,0,3,0.183,0
0.193,0.588,0.456,1.258,35.14,0.161,0,4,0.08,2
0.314,0.591,0.808,3.487,27.57,0.603,0,4,0.534,6
0.518,0.345,0.783,0.872,31.73,0.7,0,2,0.677,3
0.436,0.399,0.415,4.992,28.28,0.583,0,2,0.183,3
0.332,0.648,0.501,5.127,26.21,0.422,0,2,0.469,2
0.352,0.201,0.7,4.245,26.85,0.079,0,1,0.02,1
0.437,0.218,0.031,2.993,33.1,0.662,1,3,0.265,3
0.104,0.127,0.891,1.998,27.82,0.099,0,4,0.18,2
0.147,0.583,0.77,4.297,28.29,0.308,0,2,0.166,3
